preset_name,nozzle_variant,nozzle_diameter,high_flow,indx,filament_type,filament_vendor,filament_max_volumetric_speed,temperature,first_layer_temperature,bed_temperature,first_layer_bed_temperature,chamber_temperature,chamber_minimal_temperature,extrusion_multiplier,filament_abrasive,filament_retract_length,filament_retract_speed,min_fan_speed,max_fan_speed,cooling,fan_always_on,filament_shrinkage_compensation_xy,pressure_advance_m572_s,pa_conditional,pa_note
Ultrafuse PRO1 @COREONE 0.8,0.8,0.8,0,0,PLA,Forward AM,19,220,230,60,60,20,0,1,,2,40,85,100,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PRO1 @COREONE HF0.4,HF0.4,0.4,1,0,PLA,Forward AM,21,225,230,60,60,20,0,1,,2,40,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PRO1 @COREONE HF0.5,HF0.5,0.5,1,0,PLA,Forward AM,24,225,230,60,60,20,0,1,,2,40,85,100,1,1,,0.026,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PRO1 @COREONE HF0.6,HF0.6,0.6,1,0,PLA,Forward AM,28,225,230,60,60,20,0,1,,2,40,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PRO1 @COREONE HF0.8,HF0.8,0.8,1,0,PLA,Forward AM,35,225,230,60,60,20,0,1,,2,40,85,100,1,1,,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse ABS @COREONE,0.4,0.4,0,0,ABS,Forward AM,15,255,255,100,100,55,40,1,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse ABS @COREONE 0.6,0.6,0.6,0,0,ABS,Forward AM,15,255,255,100,100,55,40,1,,,,15,20,1,0,0.22%,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse ABS @COREONE 0.8,0.8,0.8,0,0,ABS,Forward AM,18,255,255,100,100,55,40,1,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse ABS @COREONE HF0.4,HF0.4,0.4,1,0,ABS,Forward AM,25,255,255,100,100,55,40,1,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse ABS @COREONE HF0.5,HF0.5,0.5,1,0,ABS,Forward AM,27,255,255,100,100,55,40,1,,,,15,20,1,0,0.22%,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse ABS @COREONE HF0.6,HF0.6,0.6,1,0,ABS,Forward AM,34,255,255,100,100,55,40,1,,,,15,20,1,0,0.22%,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse ABS @COREONE HF0.8,HF0.8,0.8,1,0,ABS,Forward AM,36,255,255,100,100,55,40,1,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse ABS Fusion+ @COREONE,0.4,0.4,0,0,ABS,Forward AM,15,270,270,100,105,55,40,1,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse ABS Fusion+ @COREONE 0.6,0.6,0.6,0,0,ABS,Forward AM,15,270,270,100,105,55,40,1,,,,15,20,1,0,0.22%,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse ABS Fusion+ @COREONE 0.8,0.8,0.8,0,0,ABS,Forward AM,18,270,270,100,105,55,40,1,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse ABS Fusion+ @COREONE HF0.4,HF0.4,0.4,1,0,ABS,Forward AM,25,270,270,100,105,55,40,1,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse ABS Fusion+ @COREONE HF0.5,HF0.5,0.5,1,0,ABS,Forward AM,27,270,270,100,105,55,40,1,,,,15,20,1,0,0.22%,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse ABS Fusion+ @COREONE HF0.6,HF0.6,0.6,1,0,ABS,Forward AM,34,270,270,100,105,55,40,1,,,,15,20,1,0,0.22%,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse ABS Fusion+ @COREONE HF0.8,HF0.8,0.8,1,0,ABS,Forward AM,36,270,270,100,105,55,40,1,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse ASA @COREONE,0.4,0.4,0,0,ASA,Forward AM,5,270,270,110,110,55,40,0.98,,,,15,30,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse ASA @COREONE 0.6,0.6,0.6,0,0,ASA,Forward AM,9,265,270,110,110,55,40,0.98,,,,15,30,1,0,0.22%,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse ASA @COREONE 0.8,0.8,0.8,0,0,ASA,Forward AM,12,270,270,110,110,55,40,0.98,,,,15,30,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse ASA @COREONE HF0.4,HF0.4,0.4,1,0,ASA,Forward AM,10,270,270,110,110,55,40,0.98,,,,15,30,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse ASA @COREONE HF0.5,HF0.5,0.5,1,0,ASA,Forward AM,13,270,270,110,110,55,40,0.98,,,,15,30,1,0,0.22%,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse ASA @COREONE HF0.6,HF0.6,0.6,1,0,ASA,Forward AM,15,265,270,110,110,55,40,0.98,,,,15,30,1,0,0.22%,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse ASA @COREONE HF0.8,HF0.8,0.8,1,0,ASA,Forward AM,20,270,270,110,110,55,40,0.98,,,,15,30,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse HIPS @COREONE,0.4,0.4,0,0,HIPS,Forward AM,15,250,255,100,100,55,40,1,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse HIPS @COREONE 0.6,0.6,0.6,0,0,HIPS,Forward AM,15,240,255,100,100,55,40,1,,,,15,20,1,0,0.22%,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse HIPS @COREONE 0.8,0.8,0.8,0,0,HIPS,Forward AM,18,250,255,100,100,55,40,1,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse HIPS @COREONE HF0.4,HF0.4,0.4,1,0,HIPS,Forward AM,25,250,255,100,100,55,40,1,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse HIPS @COREONE HF0.5,HF0.5,0.5,1,0,HIPS,Forward AM,27,250,255,100,100,55,40,1,,,,15,20,1,0,0.22%,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse HIPS @COREONE HF0.6,HF0.6,0.6,1,0,HIPS,Forward AM,34,240,255,100,100,55,40,1,,,,15,20,1,0,0.22%,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse HIPS @COREONE HF0.8,HF0.8,0.8,1,0,HIPS,Forward AM,36,250,255,100,100,55,40,1,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PA @COREONE,0.4,0.4,0,0,PA,Forward AM,8,240,240,70,80,55,40,1,,1,,0,0,1,0,0.28%,0.05,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PA @COREONE 0.6,0.6,0.6,0,0,PA,Forward AM,10,240,240,70,80,55,40,1,,1,,0,0,1,0,0.28%,0.025,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PA @COREONE 0.8,0.8,0.8,0,0,PA,Forward AM,12,240,240,70,80,55,40,1,,1,,0,0,1,0,0.28%,0.016,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PA6 GF30 @COREONE 0.6,0.6,0.6,0,0,PA,Forward AM,10,270,270,100,100,55,40,1,,1.2,40,15,15,1,1,0.28%,0.025,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PA6 GF30 @COREONE 0.8,0.8,0.8,0,0,PA,Forward AM,14,275,275,100,100,55,40,1,,1.2,40,15,15,1,1,0.28%,0.016,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PAHT-CF15 @COREONE 0.6,0.6,0.6,0,0,PA,Forward AM,7,270,270,100,100,55,40,1,,1.2,40,15,15,1,1,0.28%,0.025,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PAHT-CF15 @COREONE 0.8,0.8,0.8,0,0,PA,Forward AM,10,270,270,100,100,55,40,1,,1.2,40,15,15,1,1,0.28%,0.016,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PC-ABS-FR @COREONE,0.4,0.4,0,0,PC,Forward AM,8,275,275,105,110,55,40,1,,,,15,15,1,0,0%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PC-ABS-FR @COREONE 0.6,0.6,0.6,0,0,PC,Forward AM,10,275,275,105,110,55,40,1,,,,15,15,1,0,0%,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PC-ABS-FR @COREONE 0.8,0.8,0.8,0,0,PC,Forward AM,12,275,275,105,110,55,40,1,,,,15,15,1,0,0%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PET-CF15 @COREONE 0.6,0.6,0.6,0,0,PET,Forward AM,10,265,270,75,75,35,0,1,1,0.8,40,45,70,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PET-CF15 @COREONE 0.8,0.8,0.8,0,0,PET,Forward AM,13,270,270,75,75,35,0,1,1,0.8,40,45,70,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PLA @COREONE,0.4,0.4,0,0,PLA,Forward AM,15,220,230,60,60,20,0,1,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PLA @COREONE 0.6,0.6,0.6,0,0,PLA,Forward AM,15.5,220,230,60,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PLA @COREONE 0.8,0.8,0.8,0,0,PLA,Forward AM,19,220,230,60,60,20,0,1,,,,85,100,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PLA @COREONE HF0.4,HF0.4,0.4,1,0,PLA,Forward AM,21,220,230,60,60,20,0,1,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PLA @COREONE HF0.5,HF0.5,0.5,1,0,PLA,Forward AM,24,220,230,60,60,20,0,1,,,,85,100,1,1,,0.026,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PLA @COREONE HF0.6,HF0.6,0.6,1,0,PLA,Forward AM,28,220,230,60,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PLA @COREONE HF0.8,HF0.8,0.8,1,0,PLA,Forward AM,35,220,230,60,60,20,0,1,,,,85,100,1,1,,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse PP @COREONE,0.4,0.4,0,0,PP,Forward AM,2.5,240,240,70,80,0,0,1,,,60,100,100,1,0,0%,,,no M572 in start_filament_gcode
Ultrafuse PP @COREONE 0.6,0.6,0.6,0,0,PP,Forward AM,4,240,240,70,80,0,0,1,,,60,100,100,1,0,0%,,,no M572 in start_filament_gcode
Ultrafuse PP @COREONE 0.8,0.8,0.8,0,0,PP,Forward AM,6,240,240,70,80,0,0,1,,,60,100,100,1,0,0%,,,no M572 in start_filament_gcode
Ultrafuse PP-GF30 @COREONE 0.6,0.6,0.6,0,0,PP,Forward AM,4,240,240,70,80,0,0,1,,,60,100,100,1,0,0%,,,no M572 in start_filament_gcode
Ultrafuse PP-GF30 @COREONE 0.8,0.8,0.8,0,0,PP,Forward AM,6,240,240,70,80,0,0,1,,,60,100,100,1,0,0%,,,no M572 in start_filament_gcode
Ultrafuse TPU-64D @COREONE,0.4,0.4,0,0,FLEX,Forward AM,3,225,230,40,40,30,0,1,,3,60,20,80,1,1,,,,no M572 in start_filament_gcode
Ultrafuse TPU-64D @COREONE 0.6,0.6,0.6,0,0,FLEX,Forward AM,5,225,230,40,40,30,0,1,,3,60,20,80,1,1,,,,no M572 in start_filament_gcode
Ultrafuse TPU-64D @COREONE 0.8,0.8,0.8,0,0,FLEX,Forward AM,8,225,230,40,40,30,0,1,,3,60,20,80,1,1,,,,no M572 in start_filament_gcode
Ultrafuse TPU-85A @COREONE,0.4,0.4,0,0,FLEX,Forward AM,3,215,220,40,40,30,0,1.1,,3.5,60,20,75,1,1,,,,no M572 in start_filament_gcode
Ultrafuse TPU-85A @COREONE 0.6,0.6,0.6,0,0,FLEX,Forward AM,4,215,220,40,40,30,0,1.1,,3.5,60,20,75,1,1,,,,no M572 in start_filament_gcode
Ultrafuse TPU-85A @COREONE 0.8,0.8,0.8,0,0,FLEX,Forward AM,7,215,220,40,40,30,0,1.1,,3.5,60,20,75,1,1,,,,no M572 in start_filament_gcode
Ultrafuse TPU-95A @COREONE,0.4,0.4,0,0,FLEX,Forward AM,2.5,225,230,40,40,30,0,1,,3,60,20,75,1,1,,,,no M572 in start_filament_gcode
Ultrafuse TPU-95A @COREONE 0.6,0.6,0.6,0,0,FLEX,Forward AM,2.5,225,230,40,40,30,0,1,,3,60,20,75,1,1,,,,no M572 in start_filament_gcode
Ultrafuse TPU-95A @COREONE 0.8,0.8,0.8,0,0,FLEX,Forward AM,5,225,230,40,40,30,0,1,,3,60,20,75,1,1,,,,no M572 in start_filament_gcode
Ultrafuse rPET @COREONE,0.4,0.4,0,0,PET,Forward AM,8,235,235,75,80,35,0,1,,0.8,40,40,75,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse rPET @COREONE 0.6,0.6,0.6,0,0,PET,Forward AM,16,230,235,75,80,35,0,1,,0.8,40,40,75,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse rPET @COREONE 0.8,0.8,0.8,0,0,PET,Forward AM,18,235,235,75,80,35,0,1,,0.8,40,40,75,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse rPET @COREONE HF0.4,HF0.4,0.4,1,0,PET,Forward AM,22,235,235,75,80,35,0,1,,0.8,40,40,75,1,1,,0.047,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse rPET @COREONE HF0.5,HF0.5,0.5,1,0,PET,Forward AM,24,235,235,75,80,35,0,1,,0.8,40,40,75,1,1,,0.042,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse rPET @COREONE HF0.6,HF0.6,0.6,1,0,PET,Forward AM,30,230,235,75,80,35,0,1,,0.8,40,40,75,1,1,,0.033,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse rPET @COREONE HF0.8,HF0.8,0.8,1,0,PET,Forward AM,36,235,235,75,80,35,0,1,,0.8,40,40,75,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
Ultrafuse Metal @COREONE,0.4,0.4,0,0,METAL,Forward AM,4,250,250,100,100,55,40,1.08,1,,,0,0,0,0,0%,0,,
Ultrafuse Metal @COREONE 0.6,0.6,0.6,0,0,METAL,Forward AM,4,250,250,100,100,55,40,1.08,1,,,0,0,0,0,0%,0,,
igus® iglidur® i150 @COREONE,0.4,0.4,0,0,IGLIDUR,igus,12,230,230,80,80,35,0,0.99,,0.8,,25,65,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
igus® iglidur® i150 @COREONE 0.6,0.6,0.6,0,0,IGLIDUR,igus,17,230,230,80,80,35,0,0.99,,0.8,,25,65,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
igus® iglidur® i150 @COREONE 0.8,0.8,0.8,0,0,IGLIDUR,igus,22,230,230,80,80,35,0,0.99,,0.8,,30,65,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
igus® iglidur® i190 @COREONE,0.4,0.4,0,0,IGLIDUR,igus,12,270,270,80,80,35,0,0.98,,0.8,,10,10,1,1,,0.05,conditional,S value templated on nozzle_diameter; resolved for this variant
igus® iglidur® i190 @COREONE 0.6,0.6,0.6,0,0,IGLIDUR,igus,17,270,270,80,80,35,0,0.98,,0.8,,10,10,1,1,,0.025,conditional,S value templated on nozzle_diameter; resolved for this variant
igus® iglidur® i190 @COREONE 0.8,0.8,0.8,0,0,IGLIDUR,igus,22,270,270,80,80,35,0,0.98,,0.8,,10,10,1,1,,0.016,conditional,S value templated on nozzle_diameter; resolved for this variant
Polymaker PC-Max @COREONE,0.4,0.4,0,0,PC,Polymaker,8,270,270,115,110,55,40,1,,,,12,12,0,0,0.18%,0.05,conditional,S value templated on nozzle_diameter; resolved for this variant
Polymaker PC-Max @COREONE 0.6,0.6,0.6,0,0,PC,Polymaker,12,270,270,115,110,55,40,1,,,,15,15,0,0,0.18%,0.025,conditional,S value templated on nozzle_diameter; resolved for this variant
Polymaker PC-Max @COREONE 0.8,0.8,0.8,0,0,PC,Polymaker,15,270,270,115,110,55,40,1,,,,15,15,0,0,0.18%,0.016,conditional,S value templated on nozzle_diameter; resolved for this variant
PrimaSelect PVA+ @COREONE,0.4,0.4,0,0,PVA,PrimaSelect,4,200,210,60,60,0,0,1,,,,85,100,0,0,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
PrimaSelect PVA+ @COREONE 0.6,0.6,0.6,0,0,PVA,PrimaSelect,5,200,210,60,60,0,0,1,,,,85,100,0,0,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
PrimaSelect PVA+ @COREONE 0.8,0.8,0.8,0,0,PVA,PrimaSelect,8,210,210,60,60,0,0,1,,,,85,100,0,0,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusa ABS @COREONE,0.4,0.4,0,0,ABS,Made for Prusa,15,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusa ABS @COREONE 0.6,0.6,0.6,0,0,ABS,Made for Prusa,15,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusa ABS @COREONE 0.8,0.8,0.8,0,0,ABS,Made for Prusa,18,260,260,110,110,55,40,1,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusa ABS @COREONE HF0.4,HF0.4,0.4,1,0,ABS,Made for Prusa,25,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusa ABS @COREONE HF0.5,HF0.5,0.5,1,0,ABS,Made for Prusa,27,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusa ABS @COREONE HF0.6,HF0.6,0.6,1,0,ABS,Made for Prusa,34,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusa ABS @COREONE HF0.8,HF0.8,0.8,1,0,ABS,Made for Prusa,36,260,260,110,110,55,40,1,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic HIPS @COREONE,0.4,0.4,0,0,HIPS,Generic,15,230,230,110,110,55,40,1,,,,15,20,1,1,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic HIPS @COREONE 0.6,0.6,0.6,0,0,HIPS,Generic,15,230,230,110,110,55,40,1,,,,15,20,1,1,0.22%,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic HIPS @COREONE 0.8,0.8,0.8,0,0,HIPS,Generic,18,230,230,110,110,55,40,1,,,,15,20,1,1,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic HIPS @COREONE HF0.4,HF0.4,0.4,1,0,HIPS,Generic,25,230,230,110,110,55,40,1,,,,15,20,1,1,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic HIPS @COREONE HF0.5,HF0.5,0.5,1,0,HIPS,Generic,27,230,230,110,110,55,40,1,,,,15,20,1,1,0.22%,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic HIPS @COREONE HF0.6,HF0.6,0.6,1,0,HIPS,Generic,34,230,230,110,110,55,40,1,,,,15,20,1,1,0.22%,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic HIPS @COREONE HF0.8,HF0.8,0.8,1,0,HIPS,Generic,36,230,230,110,110,55,40,1,,,,15,20,1,1,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusa PETG @COREONE,0.4,0.4,0,0,PETG,Made for Prusa,12,250,250,85,85,35,0,1,,0.8,,30,60,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusa PETG @COREONE 0.6,0.6,0.6,0,0,PETG,Made for Prusa,17,250,250,85,85,35,0,1,,0.8,,30,60,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusa PETG @COREONE 0.8,0.8,0.8,0,0,PETG,Made for Prusa,22,250,250,85,85,35,0,1,,0.8,,30,65,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusa PETG @COREONE HF0.4,HF0.4,0.4,1,0,PETG,Made for Prusa,22,250,250,85,85,35,0,1,,0.8,,30,60,1,1,,0.047,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusa PETG @COREONE HF0.5,HF0.5,0.5,1,0,PETG,Made for Prusa,24,250,250,85,85,35,0,1,,0.8,,30,60,1,1,,0.042,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusa PETG @COREONE HF0.6,HF0.6,0.6,1,0,PETG,Made for Prusa,30,250,250,85,85,35,0,1,,0.8,,30,60,1,1,,0.033,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusa PETG @COREONE HF0.8,HF0.8,0.8,1,0,PETG,Made for Prusa,36,255,255,85,85,35,0,1,,0.8,,30,65,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
Verbatim PETG @COREONE,0.4,0.4,0,0,PETG,Verbatim,12,240,240,85,85,35,0,1,,0.8,,30,60,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
Verbatim PETG @COREONE 0.6,0.6,0.6,0,0,PETG,Verbatim,17,235,240,85,85,35,0,1,,0.8,,30,60,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
Verbatim PETG @COREONE 0.8,0.8,0.8,0,0,PETG,Verbatim,22,240,240,85,85,35,0,1,,0.8,,30,65,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Verbatim PETG @COREONE HF0.4,HF0.4,0.4,1,0,PETG,Verbatim,22,240,240,85,85,35,0,1,,0.8,,30,60,1,1,,0.047,conditional,S value templated on nozzle_diameter; resolved for this variant
Verbatim PETG @COREONE HF0.5,HF0.5,0.5,1,0,PETG,Verbatim,24,240,240,85,85,35,0,1,,0.8,,30,60,1,1,,0.042,conditional,S value templated on nozzle_diameter; resolved for this variant
Verbatim PETG @COREONE HF0.6,HF0.6,0.6,1,0,PETG,Verbatim,30,235,240,85,85,35,0,1,,0.8,,30,60,1,1,,0.033,conditional,S value templated on nozzle_diameter; resolved for this variant
Verbatim PETG @COREONE HF0.8,HF0.8,0.8,1,0,PETG,Verbatim,36,240,240,85,85,35,0,1,,0.8,,30,65,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PETG @COREONE,0.4,0.4,0,0,PETG,Prusa Polymers,12,250,250,85,85,35,0,1,,0.8,,30,60,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PETG @COREONE 0.6,0.6,0.6,0,0,PETG,Prusa Polymers,17,250,250,85,85,35,0,1,,0.8,,30,60,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PETG @COREONE 0.8,0.8,0.8,0,0,PETG,Prusa Polymers,22,250,250,85,85,35,0,1,,0.8,,30,65,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PETG @COREONE HF0.4,HF0.4,0.4,1,0,PETG,Prusa Polymers,24,255,255,85,85,35,0,1,,0.8,,30,60,1,1,,0.047,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PETG @COREONE HF0.5,HF0.5,0.5,1,0,PETG,Prusa Polymers,26,255,255,85,85,35,0,1,,0.8,,30,60,1,1,,0.042,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PETG @COREONE HF0.6,HF0.6,0.6,1,0,PETG,Prusa Polymers,30,255,255,85,85,35,0,1,,0.8,,30,60,1,1,,0.033,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PETG @COREONE HF0.8,HF0.8,0.8,1,0,PETG,Prusa Polymers,37,260,260,85,85,35,0,1,,0.8,,30,65,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PETG @COREONEINDX HF0.4,INDX HF0.4,0.4,1,1,PETG,Prusa Polymers,20,250,255,90,85,35,0,1,,1.6,,30,65,1,1,,0.058,,
Prusament PETG V0 @COREONE,0.4,0.4,0,0,PETG,Prusa Polymers,10,230,230,90,85,35,0,1.04,,0.8,,30,60,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PETG V0 @COREONE 0.6,0.6,0.6,0,0,PETG,Prusa Polymers,17,230,230,90,85,35,0,1.04,,0.8,,30,60,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PETG V0 @COREONE 0.8,0.8,0.8,0,0,PETG,Prusa Polymers,22,230,230,90,85,35,0,1.04,,0.8,,30,65,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PETG V0 @COREONE HF0.4,HF0.4,0.4,1,0,PETG,Prusa Polymers,16,230,230,90,85,35,0,1.04,,0.8,,30,60,1,1,,0.047,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PETG V0 @COREONE HF0.5,HF0.5,0.5,1,0,PETG,Prusa Polymers,18,230,230,90,85,35,0,1.04,,0.8,,30,60,1,1,,0.042,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PETG V0 @COREONE HF0.6,HF0.6,0.6,1,0,PETG,Prusa Polymers,22,230,230,90,85,35,0,1.04,,0.8,,30,60,1,1,,0.033,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PETG V0 @COREONE HF0.8,HF0.8,0.8,1,0,PETG,Prusa Polymers,27,230,230,90,85,35,0,1.04,,0.8,,30,65,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PETG Carbon Fiber @COREONE,0.4,0.4,0,0,PETG,Prusa Polymers,12,265,260,85,85,35,0,1.03,1,0.8,,30,60,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PETG Carbon Fiber @COREONE 0.6,0.6,0.6,0,0,PETG,Prusa Polymers,17,265,260,85,85,35,0,1.03,1,0.8,,30,60,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PETG Carbon Fiber @COREONE 0.8,0.8,0.8,0,0,PETG,Prusa Polymers,22,265,260,85,85,35,0,1.03,1,0.8,,30,65,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
